Time,a_x,s_x,s_x_int,omega,T_corrected,T_request
0,-0.0047851,0,0,9.9206,0,37.031
0.001,-0.0052537,-0.00092549,-0.00013889,9.9173,0,37.031
0.002,-0.0065831,-0.0017501,-0.00027866,9.9143,0,37.031
0.003,-0.0086577,-0.0024659,-0.00041921,9.9118,0,37.031
0.004,-0.011361,-0.0030665,-0.00056044,9.9096,0,37.031
0.005,-0.014578,-0.0035471,-0.00070224,9.9078,0,37.031
0.006,-0.018195,-0.0039042,-0.0008445,9.9065,0,37.031
0.007,-0.0221,-0.0041357,-0.00098709,9.9056,0,37.031
0.008,-0.026186,-0.0042409,-0.0011299,9.9051,0,37.031
0.009,-0.03035,-0.0042204,-0.0012728,9.9051,0,37.031
0.01,-0.034496,-0.004076,-0.0014157,9.9055,0,37.031
0.011,-0.03853,-0.0038105,-0.0015585,9.9063,0,37.031
0.012,-0.042368,-0.003428,-0.001701,9.9075,0,37.031
0.013,-0.045931,-0.0029331,-0.0018431,9.9091,0,37.031
0.014,-0.049147,-0.0023318,-0.0019848,9.9111,0,37.031
0.015,-0.051953,-0.0016304,-0.0021258,9.9134,0,37.031
0.016,-0.054291,-0.00083603,-0.0022663,9.9161,0,37.031
0.017,-0.056113,4.37E-05,-0.0024059,9.919,0,37.031
0.018,-0.057378,0.0010006,-0.0025447,9.9223,0,37.031
0.019,-0.058053,0.0020264,-0.0026827,9.9257,0,37.031
0.02,-0.058113,0.0031124,-0.0028196,9.9294,0,37.031
0.021,-0.057539,0.0042499,-0.0029555,9.9332,0,37.031
0.022,-0.056321,0.0054301,-0.0030903,9.9372,0,37.031
0.023,-0.054457,0.0066441,-0.003224,9.9414,0,37.031
0.024,-0.051948,0.0078835,-0.0033565,9.9456,0,37.031
0.025,-0.048805,0.0091398,-0.0034879,9.9499,0,37.031
0.026,-0.045043,0.010405,-0.003618,9.9543,0,37.031
0.027,-0.040683,0.011671,-0.003747,9.9587,0,37.031
0.028,-0.035751,0.012932,-0.0038748,9.963,0,37.031
0.029,-0.030276,0.014179,-0.0040013,9.9674,0,37.031
0.03,-0.024292,0.015407,-0.0041267,9.9716,0,37.031
0.031,-0.017835,0.01661,-0.0042509,9.9759,0,37.031
0.032,-0.010944,0.017783,-0.0043739,9.98,0,37.031
0.033,-0.0036602,0.018921,-0.0044958,9.984,0,37.031
0.034,0.0039753,0.020021,-0.0046167,9.988,0,37.031
0.035,0.011919,0.021079,-0.0047365,9.9918,0,37.031
0.036,0.020129,0.022092,-0.0048553,9.9954,0,37.031
0.037,0.028561,0.023058,-0.0049732,9.999,0,37.031
0.038,0.037174,0.023976,-0.0050901,10.002,0,37.031
0.039,0.045927,0.024844,-0.0052062,10.006,0,37.031
0.04,0.054779,0.025662,-0.0053214,10.009,0,37.031
0.041,0.063693,0.026431,-0.0054358,10.012,0,37.031
0.042,0.072633,0.02715,-0.0055496,10.015,0,37.031
0.043,0.081563,0.027822,-0.0056626,10.017,0,37.031
0.044,0.090454,0.028446,-0.0057751,10.02,0,37.031
0.045,0.099274,0.029025,-0.0058869,10.022,0,37.031
0.046,0.108,0.029561,-0.0059982,10.024,0,37.031
0.047,0.1166,0.030056,-0.0061089,10.027,0,37.031
0.048,0.12506,0.030513,-0.0062193,10.029,0,37.031
0.049,0.13336,0.030935,-0.0063292,10.031,0,37.031
0.05,0.14148,0.031325,-0.0064386,10.032,0,37.031
0.051,0.14942,0.031685,-0.0065478,10.034,0,37.031
0.052,0.15715,0.03202,-0.0066566,10.036,0,37.031
0.053,0.16466,0.032331,-0.0067651,10.038,0,37.031
0.054,0.17197,0.032624,-0.0068733,10.039,0,37.031
0.055,0.17905,0.032901,-0.0069812,10.041,0,37.031
0.056,0.18591,0.033165,-0.0070889,10.043,0,37.031
0.057,0.19255,0.03342,-0.0071963,10.044,0,37.031
0.058,0.19896,0.033668,-0.0073035,10.046,0,37.031
0.059,0.20517,0.033913,-0.0074105,10.047,0,37.031
0.06,0.21117,0.034159,-0.0075172,10.049,0,37.031
0.061,0.21696,0.034406,-0.0076237,10.051,0,37.031
0.062,0.22256,0.034659,-0.00773,10.052,0,37.031
0.063,0.22798,0.03492,-0.0078361,10.054,0,37.031
0.064,0.23323,0.035191,-0.0079419,10.056,0,37.031
0.065,0.23832,0.035473,-0.0080475,10.058,0,37.031
0.066,0.24326,0.03577,-0.0081529,10.06,0,37.031
0.067,0.24807,0.036082,-0.0082579,10.062,0,37.031
0.068,0.25276,0.036411,-0.0083627,10.064,0,37.031
0.069,0.25734,0.036758,-0.0084672,10.066,0,37.031
0.07,0.26182,0.037125,-0.0085714,10.068,0,37.031
0.071,0.26623,0.037511,-0.0086752,10.07,0,37.031
0.072,0.27058,0.037919,-0.0087787,10.073,0,37.031
0.073,0.27487,0.038348,-0.0088818,10.075,0,37.031
0.074,0.27912,0.038798,-0.0089845,10.078,0,37.031
0.075,0.28334,0.039269,-0.0090868,10.081,0,37.031
0.076,0.28755,0.039763,-0.0091886,10.083,0,37.031
0.077,0.29175,0.040277,-0.00929,10.086,0,37.031
0.078,0.29596,0.040812,-0.009391,10.089,0,37.031
0.079,0.30018,0.041368,-0.0094914,10.092,0,37.031
0.08,0.30443,0.041943,-0.0095913,10.095,0,37.031
0.081,0.30871,0.042537,-0.0096907,10.099,0,37.031
0.082,0.31303,0.04315,-0.0097895,10.102,0,37.031
0.083,0.31738,0.043748,-0.0098878,10.105,0,37.031
0.084,0.32176,0.044275,-0.0099855,10.108,0,37.031
0.085,0.3261,0.044727,-0.010083,10.111,0,37.031
0.086,0.33039,0.045105,-0.01018,10.113,0,37.031
0.087,0.33459,0.045409,-0.010276,10.116,0,37.031
0.088,0.33866,0.045642,-0.010372,10.118,0,37.031
0.089,0.34259,0.045805,-0.010468,10.12,0,37.031
0.09,0.34634,0.045901,-0.010564,10.121,0,37.031
0.091,0.3499,0.045932,-0.01066,10.123,0,37.031
0.092,0.35325,0.045903,-0.010756,10.124,0,37.031
0.093,0.35636,0.045816,-0.010852,10.125,0,37.031
0.094,0.35924,0.045675,-0.010948,10.125,0,37.031
0.095,0.36187,0.045485,-0.011044,10.126,0,37.031
0.096,0.36423,0.045249,-0.01114,10.126,0,37.031
0.097,0.36633,0.044971,-0.011236,10.127,0,37.031
0.098,0.36816,0.044657,-0.011333,10.127,0,37.031
0.099,0.36971,0.04431,-0.01143,10.127,0,37.031
0.1,0.371,0.043935,-0.011528,10.127,0,37.031
0.101,0.37201,0.043537,-0.011626,10.127,0,37.031
0.102,0.37276,0.043119,-0.011724,10.127,0,37.031
0.103,0.37326,0.042687,-0.011823,10.127,0,37.031
0.104,0.3735,0.042244,-0.011922,10.126,0,37.031
0.105,0.37351,0.041795,-0.012021,10.126,0,37.031
0.106,0.37329,0.041343,-0.012121,10.126,0,37.031
0.107,0.37285,0.040892,-0.012222,10.125,0,37.031
0.108,0.3722,0.040447,-0.012322,10.125,0,37.031
0.109,0.37137,0.04001,-0.012424,10.125,0,37.031
0.11,0.37037,0.039584,-0.012525,10.125,0,37.031
0.111,0.36922,0.039173,-0.012628,10.125,0,37.031
0.112,0.36792,0.038779,-0.01273,10.125,0,37.031
0.113,0.36651,0.038404,-0.012833,10.125,0,37.031
0.114,0.36499,0.038051,-0.012936,10.125,0,37.031
0.115,0.36339,0.037721,-0.01304,10.125,0,37.031
0.116,0.36172,0.037415,-0.013144,10.125,0,37.031
0.117,0.36,0.037136,-0.013249,10.125,0,37.031
0.118,0.35824,0.036885,-0.013353,10.126,0,37.031
0.119,0.35647,0.03666,-0.013458,10.126,0,37.031
0.12,0.35471,0.036464,-0.013563,10.127,0,37.031
0.121,0.35295,0.036297,-0.013668,10.127,0,37.031
0.122,0.35123,0.036158,-0.013774,10.128,0,37.031
0.123,0.34955,0.036046,-0.01388,10.129,0,37.031
0.124,0.34793,0.035962,-0.013985,10.13,0,37.031
0.125,0.34638,0.035905,-0.014091,10.131,0,37.031
0.126,0.34491,0.035874,-0.014197,10.132,0,37.031
0.127,0.34352,0.035867,-0.014303,10.133,0,37.031
0.128,0.34222,0.035884,-0.014409,10.134,0,37.031
0.129,0.34103,0.035923,-0.014515,10.136,0,37.031
0.13,0.33995,0.035982,-0.014621,10.137,0,37.031
0.131,0.33898,0.03606,-0.014727,10.139,0,37.031
0.132,0.33812,0.036156,-0.014833,10.14,0,37.031
0.133,0.33738,0.036268,-0.014939,10.142,0,37.031
0.134,0.33675,0.036393,-0.015044,10.144,0,37.031
0.135,0.33624,0.03653,-0.01515,10.145,0,37.031
0.136,0.33585,0.036678,-0.015256,10.147,0,37.031
0.137,0.33556,0.036834,-0.015361,10.149,0,37.031
0.138,0.33539,0.036997,-0.015466,10.151,0,37.031
0.139,0.33532,0.037165,-0.015571,10.152,0,37.031
0.14,0.33535,0.037337,-0.015676,10.154,0,37.031
0.141,0.33548,0.03751,-0.015781,10.156,0,37.031
0.142,0.33569,0.037684,-0.015886,10.158,0,37.031
0.143,0.33599,0.037856,-0.01599,10.16,0,37.031
0.144,0.33636,0.038026,-0.016095,10.161,0,37.031
0.145,0.3368,0.038193,-0.016199,10.163,0,37.031
0.146,0.3373,0.038354,-0.016303,10.165,0,37.031
0.147,0.33785,0.03851,-0.016407,10.167,0,37.031
0.148,0.33845,0.038659,-0.016511,10.168,0,37.031
0.149,0.33909,0.0388,-0.016614,10.17,0,37.031
0.15,0.33975,0.038932,-0.016718,10.172,0,37.031
0.151,0.34044,0.039056,-0.016821,10.174,0,37.031
0.152,0.34115,0.03917,-0.016925,10.175,0,37.031
0.153,0.34187,0.039275,-0.017028,10.177,0,37.031
0.154,0.34259,0.039369,-0.017131,10.178,0,37.031
0.155,0.3433,0.039453,-0.017234,10.18,0,37.031
0.156,0.34401,0.039526,-0.017338,10.181,0,37.031
0.157,0.3447,0.039589,-0.017441,10.183,0,37.031
0.158,0.34538,0.039641,-0.017544,10.184,0,37.031
0.159,0.34602,0.039684,-0.017646,10.186,0,37.031
0.16,0.34664,0.039716,-0.017749,10.187,0,37.031
0.161,0.34723,0.039739,-0.017852,10.188,0,37.031
0.162,0.34777,0.039753,-0.017955,10.19,0,37.031
0.163,0.34828,0.039758,-0.018058,10.191,0,37.031
0.164,0.34875,0.039754,-0.018161,10.192,0,37.031
0.165,0.34918,0.039743,-0.018264,10.193,0,37.031
0.166,0.34956,0.039724,-0.018367,10.194,0,37.031
0.167,0.3499,0.039699,-0.01847,10.196,0,37.031
0.168,0.35019,0.039668,-0.018573,10.197,0,37.031
0.169,0.35043,0.039631,-0.018676,10.198,0,37.031
0.17,0.35063,0.03959,-0.018779,10.199,0,37.031
0.171,0.35078,0.039545,-0.018882,10.2,0,37.031
0.172,0.35089,0.039496,-0.018986,10.201,0,37.031
0.173,0.35095,0.039444,-0.019089,10.202,0,37.031
0.174,0.35098,0.03939,-0.019192,10.203,0,37.031
0.175,0.35096,0.039334,-0.019296,10.204,0,37.031
0.176,0.35091,0.039278,-0.019399,10.205,0,37.031
0.177,0.35082,0.039221,-0.019503,10.206,0,37.031
0.178,0.3507,0.039164,-0.019607,10.207,0,37.031
0.179,0.35055,0.039108,-0.01971,10.208,0,37.031
0.18,0.35037,0.039052,-0.019814,10.21,0,37.031
0.181,0.35017,0.038999,-0.019918,10.211,0,37.031
0.182,0.34994,0.038947,-0.020022,10.212,0,37.031
0.183,0.3497,0.038898,-0.020126,10.213,0,37.031
0.184,0.34944,0.038851,-0.02023,10.214,0,37.031
0.185,0.34917,0.038807,-0.020334,10.215,0,37.031
0.186,0.34889,0.038766,-0.020438,10.216,0,37.031
0.187,0.3486,0.038729,-0.020543,10.217,0,37.031
0.188,0.34831,0.038695,-0.020647,10.218,0,37.031
0.189,0.34801,0.038665,-0.020751,10.219,0,37.031
0.19,0.34772,0.038639,-0.020856,10.221,0,37.031
0.191,0.34743,0.038616,-0.02096,10.222,0,37.031
0.192,0.34715,0.038598,-0.021065,10.223,0,37.031
0.193,0.34687,0.038583,-0.021169,10.224,0,37.031
0.194,0.3466,0.038572,-0.021274,10.225,0,37.031
0.195,0.34635,0.038564,-0.021378,10.226,0,37.031
0.196,0.34611,0.038561,-0.021483,10.228,0,37.031
0.197,0.34588,0.03856,-0.021588,10.229,0,37.031
0.198,0.34567,0.038563,-0.021692,10.23,0,37.031
0.199,0.34547,0.038569,-0.021797,10.231,0,37.031
0.2,0.34529,0.038579,-0.021901,10.233,0,37.031
0.201,0.34513,0.038591,-0.022006,10.234,0,37.031
0.202,0.34499,0.038605,-0.022111,10.235,0,37.031
0.203,0.34487,0.038622,-0.022216,10.237,0,37.031
0.204,0.34476,0.038641,-0.02232,10.238,0,37.031
0.205,0.34468,0.038661,-0.022425,10.239,0,37.031
0.206,0.34461,0.038684,-0.02253,10.24,0,37.031
0.207,0.34456,0.038708,-0.022634,10.242,0,37.031
0.208,0.34453,0.038732,-0.022739,10.243,0,37.031
0.209,0.34451,0.038758,-0.022844,10.244,0,37.031
0.21,0.34451,0.038785,-0.022948,10.246,0,37.031
0.211,0.34453,0.038812,-0.023053,10.247,0,37.031
0.212,0.34456,0.038839,-0.023158,10.248,0,37.031
0.213,0.3446,0.038866,-0.023262,10.25,0,37.031
0.214,0.34466,0.038893,-0.023367,10.251,0,37.031
0.215,0.34473,0.03892,-0.023471,10.252,0,37.031
0.216,0.34481,0.038947,-0.023576,10.254,0,37.031
0.217,0.34489,0.038972,-0.023681,10.255,0,37.031
0.218,0.34499,0.038997,-0.023785,10.256,0,37.031
0.219,0.34509,0.039021,-0.02389,10.258,0,37.031
0.22,0.3452,0.039044,-0.023994,10.259,0,37.031
0.221,0.34531,0.039066,-0.024099,10.26,0,37.031
0.222,0.34542,0.039086,-0.024204,10.262,0,37.031
0.223,0.34554,0.039105,-0.024308,10.263,0,37.031
0.224,0.34565,0.039123,-0.024413,10.264,0,37.031
0.225,0.34577,0.03914,-0.024517,10.265,0,37.031
0.226,0.34589,0.039155,-0.024622,10.267,0,37.031
0.227,0.346,0.039169,-0.024727,10.268,0,37.031
0.228,0.34611,0.039182,-0.024831,10.269,0,37.031
0.229,0.34622,0.039193,-0.024936,10.271,0,37.031
0.23,0.34632,0.039202,-0.02504,10.272,0,37.031
0.231,0.34642,0.039211,-0.025145,10.273,0,37.031
0.232,0.34651,0.039218,-0.02525,10.274,0,37.031
0.233,0.34659,0.039223,-0.025354,10.276,0,37.031
0.234,0.34667,0.039228,-0.025459,10.277,0,37.031
0.235,0.34675,0.039232,-0.025563,10.278,0,37.031
0.236,0.34681,0.039234,-0.025668,10.279,0,37.031
0.237,0.34687,0.039236,-0.025773,10.281,0,37.031
0.238,0.34692,0.039236,-0.025877,10.282,0,37.031
0.239,0.34697,0.039236,-0.025982,10.283,0,37.031
0.24,0.347,0.039236,-0.026087,10.284,0,37.031
0.241,0.34703,0.039234,-0.026192,10.286,0,37.031
0.242,0.34705,0.039232,-0.026296,10.287,0,37.031
0.243,0.34707,0.03923,-0.026401,10.288,0,37.031
0.244,0.34707,0.039227,-0.026506,10.289,0,37.031
0.245,0.34707,0.039224,-0.026611,10.291,0,37.031
0.246,0.34707,0.039221,-0.026716,10.292,0,37.031
0.247,0.34706,0.039217,-0.026821,10.293,0,37.031
0.248,0.34704,0.039214,-0.026925,10.294,0,37.031
0.249,0.34702,0.03921,-0.02703,10.295,0,37.031
0.25,0.34699,0.039207,-0.027135,10.297,0,37.031
0.251,0.34696,0.039204,-0.02724,10.298,0,37.031
0.252,0.34693,0.039201,-0.027345,10.299,0,37.031
0.253,0.34689,0.039199,-0.02745,10.3,0,37.031
0.254,0.34685,0.039196,-0.027555,10.302,0,37.031
0.255,0.34681,0.039194,-0.02766,10.303,0,37.031
0.256,0.34676,0.039193,-0.027765,10.304,0,37.031
0.257,0.34672,0.039192,-0.02787,10.305,0,37.031
0.258,0.34667,0.039191,-0.027975,10.307,0,37.031
0.259,0.34662,0.039191,-0.02808,10.308,0,37.031
0.26,0.34658,0.039191,-0.028186,10.309,0,37.031
0.261,0.34653,0.039192,-0.028291,10.31,0,37.031
0.262,0.34648,0.039193,-0.028396,10.312,0,37.031
0.263,0.34644,0.039195,-0.028501,10.313,0,37.031
0.264,0.34639,0.039198,-0.028606,10.314,0,37.031
0.265,0.34635,0.039201,-0.028711,10.315,0,37.031
0.266,0.34631,0.039204,-0.028817,10.316,0,37.031
0.267,0.34627,0.039208,-0.028922,10.318,0,37.031
0.268,0.34623,0.039212,-0.029027,10.319,0,37.031
0.269,0.3462,0.039217,-0.029132,10.32,0,37.031
0.27,0.34617,0.039222,-0.029238,10.322,0,37.031
0.271,0.34614,0.039227,-0.029343,10.323,0,37.031
0.272,0.34611,0.039233,-0.029448,10.324,0,37.031
0.273,0.34609,0.03924,-0.029554,10.325,0,37.031
0.274,0.34607,0.039246,-0.029659,10.327,0,37.031
0.275,0.34605,0.039253,-0.029764,10.328,0,37.031
0.276,0.34603,0.03926,-0.029869,10.329,0,37.031
0.277,0.34602,0.039267,-0.029975,10.33,0,37.031
0.278,0.34601,0.039274,-0.03008,10.332,0,37.031
0.279,0.34601,0.039282,-0.030186,10.333,0,37.031
0.28,0.346,0.03929,-0.030291,10.334,0,37.031
0.281,0.346,0.039297,-0.030396,10.335,0,37.031
0.282,0.346,0.039305,-0.030502,10.337,0,37.031
0.283,0.34601,0.039313,-0.030607,10.338,0,37.031
0.284,0.34601,0.039321,-0.030713,10.339,0,37.031
0.285,0.34602,0.039328,-0.030818,10.34,0,37.031
0.286,0.34603,0.039336,-0.030923,10.342,0,37.031
0.287,0.34604,0.039344,-0.031029,10.343,0,37.031
0.288,0.34605,0.039351,-0.031134,10.344,0,37.031
0.289,0.34607,0.039359,-0.03124,10.345,0,37.031
0.29,0.34608,0.039366,-0.031345,10.347,0,37.031
0.291,0.3461,0.039373,-0.031451,10.348,0,37.031
0.292,0.34611,0.03938,-0.031556,10.349,0,37.031
0.293,0.34613,0.039387,-0.031662,10.351,0,37.031
0.294,0.34614,0.039393,-0.031767,10.352,0,37.031
0.295,0.34616,0.0394,-0.031873,10.353,0,37.031
0.296,0.34618,0.039406,-0.031978,10.354,0,37.031
0.297,0.3462,0.039412,-0.032084,10.356,0,37.031
0.298,0.34621,0.039418,-0.032189,10.357,0,37.031
0.299,0.34623,0.039423,-0.032295,10.358,0,37.031
0.3,0.34624,0.039429,-0.032401,10.359,0,37.031
0.301,0.34626,0.039434,-0.032506,10.361,0,37.031
0.302,0.34627,0.039439,-0.032612,10.362,0,37.031
0.303,0.34629,0.039444,-0.032717,10.363,0,37.031
0.304,0.3463,0.039449,-0.032823,10.364,0,37.031
0.305,0.34631,0.039454,-0.032929,10.366,0,37.031
0.306,0.34632,0.039458,-0.033034,10.367,0,37.031
0.307,0.34633,0.039463,-0.03314,10.368,0,37.031
0.308,0.34634,0.039467,-0.033246,10.369,0,37.031
0.309,0.34635,0.039471,-0.033352,10.371,0,37.031
0.31,0.34635,0.039475,-0.033457,10.372,0,37.031
0.311,0.34636,0.039479,-0.033563,10.373,0,37.031
0.312,0.34636,0.039483,-0.033669,10.374,0,37.031
0.313,0.34636,0.039487,-0.033774,10.376,0,37.031
0.314,0.34636,0.039491,-0.03388,10.377,0,37.031
0.315,0.34637,0.039494,-0.033986,10.378,0,37.031
0.316,0.34637,0.039498,-0.034092,10.379,0,37.031
0.317,0.34636,0.039502,-0.034198,10.381,0,37.031
0.318,0.34636,0.039505,-0.034303,10.382,0,37.031
0.319,0.34636,0.039509,-0.034409,10.383,0,37.031
0.32,0.34636,0.039513,-0.034515,10.384,0,37.031
0.321,0.34635,0.039516,-0.034621,10.386,0,37.031
0.322,0.34635,0.03952,-0.034727,10.387,0,37.031
0.323,0.34634,0.039524,-0.034833,10.388,0,37.031
0.324,0.34633,0.039528,-0.034939,10.389,0,37.031
0.325,0.34633,0.039532,-0.035045,10.391,0,37.031
0.326,0.34632,0.039536,-0.035151,10.392,0,37.031
0.327,0.34631,0.039539,-0.035257,10.393,0,37.031
0.328,0.34631,0.039544,-0.035362,10.394,0,37.031
0.329,0.3463,0.039548,-0.035468,10.396,0,37.031
0.33,0.34629,0.039552,-0.035574,10.397,0,37.031
0.331,0.34628,0.039556,-0.03568,10.398,0,37.031
0.332,0.34627,0.03956,-0.035786,10.399,0,37.031
0.333,0.34627,0.039565,-0.035892,10.401,0,37.031
0.334,0.34626,0.039569,-0.035999,10.402,0,37.031
0.335,0.34625,0.039574,-0.036105,10.403,0,37.031
0.336,0.34624,0.039578,-0.036211,10.404,0,37.031
0.337,0.34624,0.039583,-0.036317,10.406,0,37.031
0.338,0.34623,0.039588,-0.036423,10.407,0,37.031
0.339,0.34622,0.039592,-0.036529,10.408,0,37.031
0.34,0.34622,0.039597,-0.036635,10.409,0,37.031
0.341,0.34621,0.039602,-0.036741,10.411,0,37.031
0.342,0.34621,0.039607,-0.036847,10.412,0,37.031
0.343,0.3462,0.039612,-0.036954,10.413,0,37.031
0.344,0.3462,0.039617,-0.03706,10.414,0,37.031
0.345,0.34619,0.039622,-0.037166,10.416,0,37.031
0.346,0.34619,0.039627,-0.037272,10.417,0,37.031
0.347,0.34618,0.039632,-0.037378,10.418,0,37.031
0.348,0.34618,0.039637,-0.037485,10.419,0,37.031
0.349,0.34618,0.039642,-0.037591,10.421,0,37.031
0.35,0.34618,0.039648,-0.037697,10.422,0,37.031
0.351,0.34618,0.039653,-0.037803,10.423,0,37.031
0.352,0.34617,0.039658,-0.03791,10.424,0,37.031
0.353,0.34617,0.039663,-0.038016,10.426,0,37.031
0.354,0.34617,0.039668,-0.038122,10.427,0,37.031
0.355,0.34617,0.039674,-0.038228,10.428,0,37.031
0.356,0.34617,0.039679,-0.038335,10.429,0,37.031
0.357,0.34617,0.039684,-0.038441,10.431,0,37.031
0.358,0.34617,0.039689,-0.038547,10.432,0,37.031
0.359,0.34617,0.039694,-0.038654,10.433,0,37.031
0.36,0.34617,0.039699,-0.03876,10.434,0,37.031
0.361,0.34617,0.039704,-0.038867,10.436,0,37.031
0.362,0.34618,0.03971,-0.038973,10.437,0,37.031
0.363,0.34618,0.039715,-0.039079,10.438,0,37.031
0.364,0.34618,0.03972,-0.039186,10.44,0,37.031
0.365,0.34618,0.039725,-0.039292,10.441,0,37.031
0.366,0.34618,0.03973,-0.039399,10.442,0,37.031
0.367,0.34618,0.039735,-0.039505,10.443,0,37.031
0.368,0.34618,0.039739,-0.039612,10.445,0,37.031
0.369,0.34619,0.039744,-0.039718,10.446,0,37.031
0.37,0.34619,0.039749,-0.039825,10.447,0,37.031
0.371,0.34619,0.039754,-0.039931,10.448,0,37.031
0.372,0.34619,0.039759,-0.040038,10.45,0,37.031
0.373,0.34619,0.039764,-0.040144,10.451,0,37.031
0.374,0.34619,0.039769,-0.040251,10.452,0,37.031
0.375,0.34619,0.039773,-0.040357,10.453,0,37.031
0.376,0.34619,0.039778,-0.040464,10.455,0,37.031
0.377,0.34619,0.039783,-0.04057,10.456,0,37.031
0.378,0.34619,0.039787,-0.040677,10.457,0,37.031
0.379,0.34619,0.039792,-0.040784,10.458,0,37.031
0.38,0.34619,0.039797,-0.04089,10.46,0,37.031
0.381,0.34619,0.039801,-0.040997,10.461,0,37.031
0.382,0.34619,0.039806,-0.041103,10.462,0,37.031
0.383,0.34619,0.039811,-0.04121,10.463,0,37.031
0.384,0.34619,0.039815,-0.041317,10.465,0,37.031
0.385,0.34619,0.03982,-0.041424,10.466,0,37.031
0.386,0.34619,0.039825,-0.04153,10.467,0,37.031
0.387,0.34619,0.039829,-0.041637,10.468,0,37.031
0.388,0.34619,0.039834,-0.041744,10.47,0,37.031
0.389,0.34619,0.039839,-0.04185,10.471,0,37.031
0.39,0.34619,0.039843,-0.041957,10.472,0,37.031
0.391,0.34619,0.039848,-0.042064,10.473,0,37.031
0.392,0.34619,0.039852,-0.042171,10.475,0,37.031
0.393,0.34618,0.039857,-0.042277,10.476,0,37.031
0.394,0.34618,0.039862,-0.042384,10.477,0,37.031
0.395,0.34618,0.039866,-0.042491,10.478,0,37.031
0.396,0.34618,0.039871,-0.042598,10.48,0,37.031
0.397,0.34618,0.039876,-0.042705,10.481,0,37.031
0.398,0.34617,0.03988,-0.042812,10.482,0,37.031
0.399,0.34617,0.039885,-0.042919,10.483,0,37.031
0.4,0.34617,0.03989,-0.043025,10.485,0,37.031
0.401,0.34617,0.039894,-0.043132,10.486,0,37.031
0.402,0.34617,0.039899,-0.043239,10.487,0,37.031
0.403,0.34616,0.039904,-0.043346,10.488,0,37.031
0.404,0.34616,0.039909,-0.043453,10.49,0,37.031
0.405,0.34616,0.039913,-0.04356,10.491,0,37.031
0.406,0.34616,0.039918,-0.043667,10.492,0,37.031
0.407,0.34616,0.039923,-0.043774,10.493,0,37.031
0.408,0.34615,0.039928,-0.043881,10.495,0,37.031
0.409,0.34615,0.039932,-0.043988,10.496,0,37.031
0.41,0.34615,0.039937,-0.044095,10.497,0,37.031
0.411,0.34615,0.039942,-0.044202,10.498,0,37.031
0.412,0.34615,0.039947,-0.044309,10.5,0,37.031
0.413,0.34615,0.039951,-0.044416,10.501,0,37.031
0.414,0.34614,0.039956,-0.044523,10.502,0,37.031
0.415,0.34614,0.039961,-0.04463,10.503,0,37.031
0.416,0.34614,0.039966,-0.044737,10.505,0,37.031
0.417,0.34614,0.039971,-0.044844,10.506,0,37.031
0.418,0.34614,0.039976,-0.044951,10.507,0,37.031
0.419,0.34614,0.03998,-0.045059,10.508,0,37.031
0.42,0.34614,0.039985,-0.045166,10.51,0,37.031
0.421,0.34613,0.03999,-0.045273,10.511,0,37.031
0.422,0.34613,0.039995,-0.04538,10.512,0,37.031
0.423,0.34613,0.04,-0.045487,10.513,0,37.031
0.424,0.34613,0.040005,-0.045594,10.515,0,37.031
0.425,0.34613,0.040009,-0.045702,10.516,0,37.031
0.426,0.34613,0.040014,-0.045809,10.517,0,37.031
0.427,0.34613,0.040019,-0.045916,10.518,0,37.031
0.428,0.34613,0.040024,-0.046023,10.52,0,37.031
0.429,0.34613,0.040029,-0.046131,10.521,0,37.031
0.43,0.34612,0.040034,-0.046238,10.522,0,37.031
0.431,0.34612,0.040038,-0.046345,10.523,0,37.031
0.432,0.34612,0.040043,-0.046452,10.525,0,37.031
0.433,0.34612,0.040048,-0.04656,10.526,0,37.031
0.434,0.34612,0.040053,-0.046667,10.527,0,37.031
0.435,0.34612,0.040058,-0.046774,10.528,0,37.031
0.436,0.34612,0.040062,-0.046882,10.53,0,37.031
0.437,0.34612,0.040067,-0.046989,10.531,0,37.031
0.438,0.34612,0.040072,-0.047096,10.532,0,37.031
0.439,0.34612,0.040077,-0.047204,10.534,0,37.031
0.44,0.34612,0.040082,-0.047311,10.535,0,37.031
0.441,0.34612,0.040086,-0.047419,10.536,0,37.031
0.442,0.34611,0.040091,-0.047526,10.537,0,37.031
0.443,0.34611,0.040096,-0.047633,10.539,0,37.031
0.444,0.34611,0.040101,-0.047741,10.54,0,37.031
0.445,0.34611,0.040106,-0.047848,10.541,0,37.031
0.446,0.34611,0.04011,-0.047956,10.542,0,37.031
0.447,0.34611,0.040115,-0.048063,10.544,0,37.031
0.448,0.34611,0.04012,-0.048171,10.545,0,37.031
0.449,0.34611,0.040125,-0.048278,10.546,0,37.031
0.45,0.34611,0.040129,-0.048386,10.547,0,37.031
0.451,0.34611,0.040134,-0.048493,10.549,0,37.031
0.452,0.34611,0.040139,-0.048601,10.55,0,37.031
0.453,0.3461,0.040144,-0.048708,10.551,0,37.031
0.454,0.3461,0.040148,-0.048816,10.552,0,37.031
0.455,0.3461,0.040153,-0.048924,10.554,0,37.031
0.456,0.3461,0.040158,-0.049031,10.555,0,37.031
0.457,0.3461,0.040163,-0.049139,10.556,0,37.031
0.458,0.3461,0.040167,-0.049246,10.557,0,37.031
