Time,a_x,s_x,s_x_int,omega,T_corrected,T_request
0.169,0.071133,0.0063013,-0.022564,9.9753,0,14.722
0.17,0.071379,0.0063174,-0.022698,9.9756,0,14.722
0.171,0.071628,0.0063302,-0.022831,9.9759,0,14.722
0.172,0.071875,0.0063397,-0.022964,9.9762,0,14.722
0.173,0.072116,0.0063458,-0.023098,9.9765,0,14.722
0.174,0.072347,0.0063488,-0.023231,9.9767,0,14.722
0.175,0.072564,0.0063486,-0.023364,9.977,0,14.722
0.176,0.072764,0.0063455,-0.023498,9.9772,0,14.722
0.177,0.072944,0.0063396,-0.023631,9.9775,0,14.722
0.178,0.073102,0.0063313,-0.023764,9.9777,0,14.722
0.179,0.073236,0.0063208,-0.023898,9.9779,0,14.722
0.18,0.073345,0.0063085,-0.024031,9.9782,0,14.722
0.181,0.073429,0.0062947,-0.024164,9.9784,0,14.722
0.182,0.073486,0.0062796,-0.024298,9.9786,0,14.722
0.183,0.073517,0.0062638,-0.024431,9.9788,0,14.722
0.184,0.073524,0.0062474,-0.024565,9.979,0,14.722
0.185,0.073507,0.0062309,-0.024698,9.9792,0,14.722
0.186,0.073467,0.0062145,-0.024832,9.9794,0,14.722
0.187,0.073407,0.0061986,-0.024965,9.9796,0,14.722
0.188,0.073329,0.0061833,-0.025099,9.9798,0,14.722
0.189,0.073234,0.0061691,-0.025232,9.98,0,14.722
0.19,0.073126,0.006156,-0.025366,9.9802,0,14.722
0.191,0.073007,0.0061443,-0.025499,9.9805,0,14.722
0.192,0.07288,0.0061341,-0.025633,9.9807,0,14.722
0.193,0.072748,0.0061255,-0.025766,9.9809,0,14.722
0.194,0.072612,0.0061185,-0.0259,9.9811,0,14.722
0.195,0.072477,0.0061133,-0.026034,9.9814,0,14.722
0.196,0.072343,0.0061098,-0.026167,9.9816,0,14.722
0.197,0.072214,0.0061081,-0.026301,9.9819,0,14.722
0.198,0.072092,0.0061079,-0.026435,9.9821,0,14.722
0.199,0.071978,0.0061094,-0.026568,9.9824,0,14.722
0.2,0.071874,0.0061122,-0.026702,9.9827,0,14.722
0.201,0.071781,0.0061164,-0.026835,9.9829,0,14.722
0.202,0.071701,0.0061218,-0.026969,9.9832,0,14.722
0.203,0.071633,0.0061282,-0.027103,9.9835,0,14.722
0.204,0.07158,0.0061354,-0.027236,9.9838,0,14.722
0.205,0.071541,0.0061433,-0.02737,9.9841,0,14.722
0.206,0.071515,0.0061517,-0.027504,9.9843,0,14.722
0.207,0.071504,0.0061604,-0.027637,9.9846,0,14.722
0.208,0.071505,0.0061693,-0.027771,9.9849,0,14.722
0.209,0.071519,0.0061781,-0.027905,9.9852,0,14.722
0.21,0.071544,0.0061867,-0.028038,9.9855,0,14.722
0.211,0.07158,0.006195,-0.028172,9.9858,0,14.722
0.212,0.071626,0.0062028,-0.028305,9.9861,0,14.722
0.213,0.071679,0.0062101,-0.028439,9.9863,0,14.722
0.214,0.071739,0.0062166,-0.028573,9.9866,0,14.722
0.215,0.071804,0.0062224,-0.028706,9.9869,0,14.722
0.216,0.071873,0.0062274,-0.02884,9.9872,0,14.722
0.217,0.071944,0.0062315,-0.028973,9.9874,0,14.722
0.218,0.072016,0.0062347,-0.029107,9.9877,0,14.722
0.219,0.072088,0.006237,-0.029241,9.988,0,14.722
0.22,0.072158,0.0062384,-0.029374,9.9882,0,14.722
0.221,0.072225,0.0062389,-0.029508,9.9885,0,14.722
0.222,0.072288,0.0062386,-0.029641,9.9888,0,14.722
0.223,0.072347,0.0062376,-0.029775,9.989,0,14.722
0.224,0.0724,0.0062358,-0.029909,9.9893,0,14.722
0.225,0.072446,0.0062334,-0.030042,9.9895,0,14.722
0.226,0.072486,0.0062304,-0.030176,9.9898,0,14.722
0.227,0.072519,0.0062269,-0.030309,9.99,0,14.722
0.228,0.072544,0.0062231,-0.030443,9.9902,0,14.722
0.229,0.072562,0.006219,-0.030577,9.9905,0,14.722
0.23,0.072573,0.0062148,-0.03071,9.9907,0,14.722
0.231,0.072576,0.0062104,-0.030844,9.991,0,14.722
0.232,0.072573,0.006206,-0.030978,9.9912,0,14.722
0.233,0.072563,0.0062017,-0.031111,9.9915,0,14.722
0.234,0.072548,0.0061975,-0.031245,9.9917,0,14.722
0.235,0.072527,0.0061936,-0.031379,9.992,0,14.722
0.236,0.072501,0.00619,-0.031512,9.9922,0,14.722
0.237,0.072472,0.0061867,-0.031646,9.9925,0,14.722
0.238,0.072439,0.0061838,-0.03178,9.9927,0,14.722
0.239,0.072404,0.0061813,-0.031914,9.9929,0,14.722
0.24,0.072367,0.0061793,-0.032047,9.9932,0,14.722
0.241,0.072329,0.0061777,-0.032181,9.9935,0,14.722
0.242,0.072291,0.0061766,-0.032315,9.9937,0,14.722
0.243,0.072254,0.006176,-0.032448,9.994,0,14.722
0.244,0.072217,0.0061759,-0.032582,9.9942,0,14.722
0.245,0.072183,0.0061762,-0.032716,9.9945,0,14.722
0.246,0.07215,0.0061769,-0.03285,9.9947,0,14.722
0.247,0.07212,0.006178,-0.032983,9.995,0,14.722
0.248,0.072093,0.0061794,-0.033117,9.9953,0,14.722
0.249,0.07207,0.0061812,-0.033251,9.9955,0,14.722
0.25,0.07205,0.0061832,-0.033385,9.9958,0,14.722
0.251,0.072034,0.0061854,-0.033518,9.9961,0,14.722
0.252,0.072022,0.0061877,-0.033652,9.9963,0,14.722
0.253,0.072013,0.0061902,-0.033786,9.9966,0,14.722
0.254,0.072009,0.0061928,-0.03392,9.9969,0,14.722
0.255,0.072008,0.0061953,-0.034053,9.9971,0,14.722
0.256,0.07201,0.0061979,-0.034187,9.9974,0,14.722
0.257,0.072016,0.0062003,-0.034321,9.9977,0,14.722
0.258,0.072024,0.0062027,-0.034455,9.9979,0,14.722
0.259,0.072036,0.0062049,-0.034589,9.9982,0,14.722
0.26,0.072049,0.0062069,-0.034722,9.9985,0,14.722
0.261,0.072065,0.0062088,-0.034856,9.9987,0,14.722
0.262,0.072081,0.0062104,-0.03499,9.999,0,14.722
0.263,0.0721,0.0062118,-0.035124,9.9992,0,14.722
0.264,0.072118,0.0062129,-0.035257,9.9995,0,14.722
0.265,0.072137,0.0062138,-0.035391,9.9998,0,14.722
0.266,0.072156,0.0062144,-0.035525,10,0,14.722
0.267,0.072175,0.0062148,-0.035659,10,0,14.722
0.268,0.072193,0.006215,-0.035793,10.001,0,14.722
0.269,0.07221,0.0062149,-0.035926,10.001,0,14.722
0.27,0.072226,0.0062146,-0.03606,10.001,0,14.722
0.271,0.07224,0.0062142,-0.036194,10.001,0,14.722
0.272,0.072253,0.0062135,-0.036328,10.002,0,14.722
0.273,0.072264,0.0062127,-0.036462,10.002,0,14.722
0.274,0.072273,0.0062118,-0.036595,10.002,0,14.722
0.275,0.07228,0.0062109,-0.036729,10.002,0,14.722
0.276,0.072285,0.0062098,-0.036863,10.003,0,14.722
0.277,0.072289,0.0062087,-0.036997,10.003,0,14.722
0.278,0.07229,0.0062076,-0.037131,10.003,0,14.722
0.279,0.07229,0.0062065,-0.037264,10.003,0,14.722
0.28,0.072287,0.0062054,-0.037398,10.004,0,14.722
0.281,0.072284,0.0062044,-0.037532,10.004,0,14.722
0.282,0.072278,0.0062034,-0.037666,10.004,0,14.722
0.283,0.072272,0.0062026,-0.0378,10.004,0,14.722
0.284,0.072264,0.0062018,-0.037934,10.005,0,14.722
0.285,0.072256,0.0062012,-0.038068,10.005,0,14.722
0.286,0.072247,0.0062006,-0.038201,10.005,0,14.722
0.287,0.072237,0.0062002,-0.038335,10.005,0,14.722
0.288,0.072227,0.0062,-0.038469,10.006,0,14.722
0.289,0.072217,0.0061998,-0.038603,10.006,0,14.722
0.29,0.072207,0.0061998,-0.038737,10.006,0,14.722
0.291,0.072198,0.0062,-0.038871,10.006,0,14.722
0.292,0.072189,0.0062002,-0.039005,10.007,0,14.722
0.293,0.07218,0.0062006,-0.039139,10.007,0,14.722
0.294,0.072172,0.006201,-0.039273,10.007,0,14.722
0.295,0.072165,0.0062016,-0.039406,10.007,0,14.722
0.296,0.072158,0.0062022,-0.03954,10.008,0,14.722
0.297,0.072153,0.0062029,-0.039674,10.008,0,14.722
0.298,0.072149,0.0062037,-0.039808,10.008,0,14.722
0.299,0.072145,0.0062045,-0.039942,10.008,0,14.722
0.3,0.072143,0.0062053,-0.040076,10.009,0,14.722
0.301,0.072141,0.0062062,-0.04021,10.009,0,14.722
0.302,0.072141,0.006207,-0.040344,10.009,0,14.722
0.303,0.072141,0.0062078,-0.040478,10.01,0,14.722
0.304,0.072142,0.0062086,-0.040612,10.01,0,14.722
0.305,0.072144,0.0062094,-0.040746,10.01,0,14.722
0.306,0.072147,0.0062101,-0.04088,10.01,0,14.722
0.307,0.07215,0.0062108,-0.041013,10.011,0,14.722
0.308,0.072154,0.0062114,-0.041147,10.011,0,14.722
0.309,0.072158,0.0062119,-0.041281,10.011,0,14.722
0.31,0.072162,0.0062124,-0.041415,10.011,0,14.722
0.311,0.072167,0.0062128,-0.041549,10.012,0,14.722
0.312,0.072171,0.0062132,-0.041683,10.012,0,14.722
0.313,0.072176,0.0062134,-0.041817,10.012,0,14.722
0.314,0.07218,0.0062137,-0.041951,10.012,0,14.722
0.315,0.072185,0.0062138,-0.042085,10.013,0,14.722
0.316,0.072189,0.0062139,-0.042219,10.013,0,14.722
0.317,0.072193,0.0062139,-0.042353,10.013,0,14.722
0.318,0.072196,0.0062139,-0.042487,10.013,0,14.722
0.319,0.072199,0.0062138,-0.042621,10.014,0,14.722
0.32,0.072202,0.0062137,-0.042755,10.014,0,14.722
0.321,0.072204,0.0062135,-0.042889,10.014,0,14.722
0.322,0.072205,0.0062133,-0.043023,10.014,0,14.722
0.323,0.072206,0.0062132,-0.043157,10.015,0,14.722
0.324,0.072207,0.006213,-0.043291,10.015,0,14.722
0.325,0.072207,0.0062128,-0.043425,10.015,0,14.722
0.326,0.072207,0.0062126,-0.043559,10.015,0,14.722
0.327,0.072206,0.0062124,-0.043693,10.016,0,14.722
0.328,0.072205,0.0062122,-0.043827,10.016,0,14.722
0.329,0.072203,0.0062121,-0.043961,10.016,0,14.722
0.33,0.072201,0.0062119,-0.044095,10.017,0,14.722
0.331,0.072199,0.0062119,-0.044229,10.017,0,14.722
0.332,0.072197,0.0062118,-0.044363,10.017,0,14.722
0.333,0.072194,0.0062118,-0.044497,10.017,0,14.722
0.334,0.072192,0.0062118,-0.044631,10.018,0,14.722
0.335,0.072189,0.0062118,-0.044765,10.018,0,14.722
0.336,0.072187,0.0062119,-0.044899,10.018,0,14.722
0.337,0.072184,0.006212,-0.045033,10.018,0,14.722
0.338,0.072181,0.0062122,-0.045167,10.019,0,14.722
0.339,0.072179,0.0062124,-0.045301,10.019,0,14.722
0.34,0.072177,0.0062126,-0.045435,10.019,0,14.722
0.341,0.072175,0.0062129,-0.045569,10.019,0,14.722
0.342,0.072173,0.0062132,-0.045703,10.02,0,14.722
0.343,0.072171,0.0062135,-0.045837,10.02,0,14.722
0.344,0.07217,0.0062138,-0.045971,10.02,0,14.722
0.345,0.072168,0.0062141,-0.046106,10.02,0,14.722
0.346,0.072167,0.0062144,-0.04624,10.021,0,14.722
0.347,0.072167,0.0062148,-0.046374,10.021,0,14.722
0.348,0.072166,0.0062151,-0.046508,10.021,0,14.722
0.349,0.072166,0.0062155,-0.046642,10.021,0,14.722
0.35,0.072166,0.0062158,-0.046776,10.022,0,14.722
0.351,0.072166,0.0062162,-0.04691,10.022,0,14.722
0.352,0.072167,0.0062165,-0.047044,10.022,0,14.722
0.353,0.072167,0.0062168,-0.047178,10.022,0,14.722
0.354,0.072168,0.0062171,-0.047312,10.023,0,14.722
0.355,0.072169,0.0062174,-0.047446,10.023,0,14.722
0.356,0.07217,0.0062177,-0.047581,10.023,0,14.722
0.357,0.072171,0.0062179,-0.047715,10.023,0,14.722
0.358,0.072172,0.0062181,-0.047849,10.024,0,14.722
0.359,0.072173,0.0062184,-0.047983,10.024,0,14.722
0.36,0.072174,0.0062185,-0.048117,10.024,0,14.722
0.361,0.072175,0.0062187,-0.048251,10.025,0,14.722
0.362,0.072176,0.0062189,-0.048385,10.025,0,14.722
0.363,0.072177,0.006219,-0.048519,10.025,0,14.722
0.364,0.072177,0.0062191,-0.048653,10.025,0,14.722
0.365,0.072178,0.0062192,-0.048788,10.026,0,14.722
0.366,0.072179,0.0062193,-0.048922,10.026,0,14.722
0.367,0.072179,0.0062194,-0.049056,10.026,0,14.722
0.368,0.072179,0.0062195,-0.04919,10.026,0,14.722
0.369,0.072179,0.0062195,-0.049324,10.027,0,14.722
0.37,0.072179,0.0062196,-0.049458,10.027,0,14.722
0.371,0.072179,0.0062197,-0.049592,10.027,0,14.722
0.372,0.072179,0.0062197,-0.049727,10.027,0,14.722
0.373,0.072179,0.0062198,-0.049861,10.028,0,14.722
0.374,0.072178,0.0062199,-0.049995,10.028,0,14.722
0.375,0.072178,0.0062199,-0.050129,10.028,0,14.722
0.376,0.072177,0.00622,-0.050263,10.028,0,14.722
0.377,0.072176,0.0062201,-0.050397,10.029,0,14.722
0.378,0.072176,0.0062202,-0.050532,10.029,0,14.722
0.379,0.072175,0.0062203,-0.050666,10.029,0,14.722
0.38,0.072174,0.0062204,-0.0508,10.029,0,14.722
0.381,0.072173,0.0062205,-0.050934,10.03,0,14.722
0.382,0.072172,0.0062207,-0.051068,10.03,0,14.722
0.383,0.072171,0.0062208,-0.051203,10.03,0,14.722
0.384,0.07217,0.0062209,-0.051337,10.03,0,14.722
0.385,0.07217,0.0062211,-0.051471,10.031,0,14.722
0.386,0.072169,0.0062213,-0.051605,10.031,0,14.722
0.387,0.072168,0.0062215,-0.051739,10.031,0,14.722
0.388,0.072167,0.0062216,-0.051874,10.032,0,14.722
0.389,0.072167,0.0062218,-0.052008,10.032,0,14.722
0.39,0.072166,0.006222,-0.052142,10.032,0,14.722
0.391,0.072166,0.0062222,-0.052276,10.032,0,14.722
0.392,0.072165,0.0062224,-0.052411,10.033,0,14.722
0.393,0.072165,0.0062227,-0.052545,10.033,0,14.722
0.394,0.072165,0.0062229,-0.052679,10.033,0,14.722
0.395,0.072164,0.0062231,-0.052813,10.033,0,14.722
0.396,0.072164,0.0062233,-0.052948,10.034,0,14.722
0.397,0.072164,0.0062235,-0.053082,10.034,0,14.722
0.398,0.072164,0.0062237,-0.053216,10.034,0,14.722
0.399,0.072164,0.0062239,-0.05335,10.034,0,14.722
0.4,0.072164,0.0062241,-0.053485,10.035,0,14.722
0.401,0.072164,0.0062243,-0.053619,10.035,0,14.722
0.402,0.072164,0.0062245,-0.053753,10.035,0,14.722
0.403,0.072164,0.0062247,-0.053887,10.035,0,14.722
0.404,0.072165,0.0062249,-0.054022,10.036,0,14.722
0.405,0.072165,0.0062251,-0.054156,10.036,0,14.722
0.406,0.072165,0.0062252,-0.05429,10.036,0,14.722
0.407,0.072165,0.0062254,-0.054424,10.036,0,14.722
0.408,0.072165,0.0062256,-0.054559,10.037,0,14.722
0.409,0.072165,0.0062257,-0.054693,10.037,0,14.722
0.41,0.072165,0.0062259,-0.054827,10.037,0,14.722
0.411,0.072165,0.006226,-0.054962,10.037,0,14.722
0.412,0.072165,0.0062262,-0.055096,10.038,0,14.722
0.413,0.072165,0.0062263,-0.05523,10.038,0,14.722
0.414,0.072165,0.0062265,-0.055364,10.038,0,14.722
0.415,0.072165,0.0062266,-0.055499,10.038,0,14.722
0.416,0.072165,0.0062267,-0.055633,10.039,0,14.722
0.417,0.072165,0.0062269,-0.055767,10.039,0,14.722
0.418,0.072164,0.006227,-0.055902,10.039,0,14.722
0.419,0.072164,0.0062271,-0.056036,10.04,0,14.722
0.42,0.072164,0.0062273,-0.05617,10.04,0,14.722
0.421,0.072164,0.0062274,-0.056305,10.04,0,14.722
0.422,0.072163,0.0062275,-0.056439,10.04,0,14.722
0.423,0.072163,0.0062277,-0.056573,10.041,0,14.722
0.424,0.072162,0.0062278,-0.056708,10.041,0,14.722
0.425,0.072162,0.006228,-0.056842,10.041,0,14.722
0.426,0.072162,0.0062281,-0.056976,10.041,0,14.722
0.427,0.072161,0.0062283,-0.057111,10.042,0,14.722
0.428,0.072161,0.0062284,-0.057245,10.042,0,14.722
0.429,0.07216,0.0062286,-0.057379,10.042,0,14.722
0.43,0.07216,0.0062287,-0.057514,10.042,0,14.722
0.431,0.07216,0.0062289,-0.057648,10.043,0,14.722
0.432,0.072159,0.006229,-0.057783,10.043,0,14.722
0.433,0.072159,0.0062292,-0.057917,10.043,0,14.722
0.434,0.072158,0.0062294,-0.058051,10.043,0,14.722
0.435,0.072158,0.0062295,-0.058186,10.044,0,14.722
0.436,0.072158,0.0062297,-0.05832,10.044,0,14.722
0.437,0.072158,0.0062299,-0.058454,10.044,0,14.722
0.438,0.072157,0.00623,-0.058589,10.044,0,14.722
0.439,0.072157,0.0062302,-0.058723,10.045,0,14.722
