Time,a_x,s_x,s_x_int,omega,T_corrected,T_request
0.178,0.18904,0.037533,-0.019352,10.139,0,23.924
0.179,0.18895,0.037483,-0.019456,10.14,0,23.924
0.18,0.18884,0.037433,-0.019561,10.14,0,23.924
0.181,0.18872,0.037384,-0.019665,10.141,0,23.924
0.182,0.18858,0.037337,-0.01977,10.141,0,23.924
0.183,0.18844,0.037291,-0.019874,10.142,0,23.924
0.184,0.18829,0.037247,-0.019979,10.142,0,23.924
0.185,0.18813,0.037205,-0.020084,10.143,0,23.924
0.186,0.18796,0.037165,-0.020189,10.143,0,23.924
0.187,0.18778,0.037127,-0.020293,10.144,0,23.924
0.188,0.18761,0.037091,-0.020398,10.144,0,23.924
0.189,0.18743,0.037058,-0.020503,10.145,0,23.924
0.19,0.18724,0.037027,-0.020608,10.145,0,23.924
0.191,0.18706,0.036998,-0.020713,10.146,0,23.924
0.192,0.18688,0.036972,-0.020818,10.146,0,23.924
0.193,0.1867,0.036948,-0.020923,10.147,0,23.924
0.194,0.18652,0.036927,-0.021028,10.148,0,23.924
0.195,0.18634,0.036908,-0.021134,10.148,0,23.924
0.196,0.18617,0.036892,-0.021239,10.149,0,23.924
0.197,0.186,0.036878,-0.021344,10.149,0,23.924
0.198,0.18583,0.036866,-0.021449,10.15,0,23.924
0.199,0.18567,0.036857,-0.021554,10.151,0,23.924
0.2,0.18552,0.03685,-0.02166,10.151,0,23.924
0.201,0.18538,0.036845,-0.021765,10.152,0,23.924
0.202,0.18524,0.036842,-0.02187,10.153,0,23.924
0.203,0.18511,0.036842,-0.021975,10.153,0,23.924
0.204,0.18498,0.036843,-0.022081,10.154,0,23.924
0.205,0.18487,0.036846,-0.022186,10.155,0,23.924
0.206,0.18476,0.03685,-0.022291,10.155,0,23.924
0.207,0.18466,0.036857,-0.022397,10.156,0,23.924
0.208,0.18457,0.036864,-0.022502,10.157,0,23.924
0.209,0.18449,0.036874,-0.022607,10.157,0,23.924
0.21,0.18442,0.036884,-0.022713,10.158,0,23.924
0.211,0.18435,0.036896,-0.022818,10.159,0,23.924
0.212,0.18429,0.036908,-0.022923,10.159,0,23.924
0.213,0.18425,0.036922,-0.023029,10.16,0,23.924
0.214,0.1842,0.036936,-0.023134,10.161,0,23.924
0.215,0.18417,0.036951,-0.023239,10.162,0,23.924
0.216,0.18415,0.036967,-0.023345,10.162,0,23.924
0.217,0.18413,0.036983,-0.02345,10.163,0,23.924
0.218,0.18412,0.037,-0.023555,10.164,0,23.924
0.219,0.18411,0.037017,-0.023661,10.164,0,23.924
0.22,0.18411,0.037034,-0.023766,10.165,0,23.924
0.221,0.18412,0.037051,-0.023871,10.166,0,23.924
0.222,0.18414,0.037069,-0.023976,10.167,0,23.924
0.223,0.18416,0.037086,-0.024082,10.167,0,23.924
0.224,0.18418,0.037103,-0.024187,10.168,0,23.924
0.225,0.18421,0.03712,-0.024292,10.169,0,23.924
0.226,0.18424,0.037137,-0.024397,10.17,0,23.924
0.227,0.18428,0.037154,-0.024503,10.17,0,23.924
0.228,0.18432,0.03717,-0.024608,10.171,0,23.924
0.229,0.18436,0.037185,-0.024713,10.172,0,23.924
0.23,0.1844,0.037201,-0.024818,10.172,0,23.924
0.231,0.18445,0.037215,-0.024924,10.173,0,23.924
0.232,0.1845,0.03723,-0.025029,10.174,0,23.924
0.233,0.18455,0.037243,-0.025134,10.174,0,23.924
0.234,0.1846,0.037256,-0.025239,10.175,0,23.924
0.235,0.18466,0.037268,-0.025344,10.176,0,23.924
0.236,0.18471,0.03728,-0.02545,10.177,0,23.924
0.237,0.18476,0.037291,-0.025555,10.177,0,23.924
0.238,0.18482,0.037301,-0.02566,10.178,0,23.924
0.239,0.18487,0.037311,-0.025765,10.179,0,23.924
0.24,0.18492,0.03732,-0.02587,10.179,0,23.924
0.241,0.18497,0.037328,-0.025975,10.18,0,23.924
0.242,0.18502,0.037336,-0.026081,10.181,0,23.924
0.243,0.18507,0.037343,-0.026186,10.181,0,23.924
0.244,0.18512,0.03735,-0.026291,10.182,0,23.924
0.245,0.18517,0.037355,-0.026396,10.183,0,23.924
0.246,0.18521,0.03736,-0.026501,10.183,0,23.924
0.247,0.18525,0.037365,-0.026607,10.184,0,23.924
0.248,0.18529,0.037369,-0.026712,10.185,0,23.924
0.249,0.18533,0.037372,-0.026817,10.186,0,23.924
0.25,0.18536,0.037375,-0.026922,10.186,0,23.924
0.251,0.1854,0.037377,-0.027028,10.187,0,23.924
0.252,0.18543,0.037379,-0.027133,10.188,0,23.924
0.253,0.18546,0.037381,-0.027238,10.188,0,23.924
0.254,0.18548,0.037382,-0.027343,10.189,0,23.924
0.255,0.1855,0.037383,-0.027449,10.19,0,23.924
0.256,0.18553,0.037383,-0.027554,10.19,0,23.924
0.257,0.18554,0.037383,-0.027659,10.191,0,23.924
0.258,0.18556,0.037383,-0.027764,10.192,0,23.924
0.259,0.18557,0.037382,-0.02787,10.192,0,23.924
0.26,0.18558,0.037381,-0.027975,10.193,0,23.924
0.261,0.18559,0.03738,-0.02808,10.194,0,23.924
0.262,0.1856,0.037379,-0.028186,10.194,0,23.924
0.263,0.1856,0.037378,-0.028291,10.195,0,23.924
0.264,0.18561,0.037377,-0.028396,10.195,0,23.924
0.265,0.18561,0.037375,-0.028502,10.196,0,23.924
0.266,0.18561,0.037373,-0.028607,10.197,0,23.924
0.267,0.1856,0.037372,-0.028712,10.197,0,23.924
0.268,0.1856,0.03737,-0.028818,10.198,0,23.924
0.269,0.18559,0.037369,-0.028923,10.199,0,23.924
0.27,0.18558,0.037367,-0.029029,10.199,0,23.924
0.271,0.18557,0.037366,-0.029134,10.2,0,23.924
0.272,0.18556,0.037364,-0.02924,10.201,0,23.924
0.273,0.18555,0.037363,-0.029345,10.201,0,23.924
0.274,0.18554,0.037362,-0.02945,10.202,0,23.924
0.275,0.18553,0.03736,-0.029556,10.203,0,23.924
0.276,0.18551,0.037359,-0.029661,10.203,0,23.924
0.277,0.1855,0.037359,-0.029767,10.204,0,23.924
0.278,0.18548,0.037358,-0.029872,10.205,0,23.924
0.279,0.18547,0.037357,-0.029978,10.205,0,23.924
0.28,0.18545,0.037357,-0.030083,10.206,0,23.924
0.281,0.18544,0.037357,-0.030189,10.207,0,23.924
0.282,0.18542,0.037357,-0.030294,10.207,0,23.924
0.283,0.1854,0.037357,-0.0304,10.208,0,23.924
0.284,0.18539,0.037357,-0.030506,10.209,0,23.924
0.285,0.18537,0.037357,-0.030611,10.209,0,23.924
0.286,0.18536,0.037358,-0.030717,10.21,0,23.924
0.287,0.18534,0.037359,-0.030822,10.211,0,23.924
0.288,0.18532,0.03736,-0.030928,10.211,0,23.924
0.289,0.18531,0.037361,-0.031033,10.212,0,23.924
0.29,0.18529,0.037363,-0.031139,10.213,0,23.924
0.291,0.18528,0.037364,-0.031245,10.213,0,23.924
0.292,0.18527,0.037366,-0.03135,10.214,0,23.924
0.293,0.18525,0.037368,-0.031456,10.215,0,23.924
0.294,0.18524,0.03737,-0.031562,10.215,0,23.924
0.295,0.18523,0.037372,-0.031667,10.216,0,23.924
0.296,0.18522,0.037374,-0.031773,10.217,0,23.924
0.297,0.18521,0.037377,-0.031879,10.217,0,23.924
0.298,0.1852,0.03738,-0.031984,10.218,0,23.924
0.299,0.18519,0.037382,-0.03209,10.219,0,23.924
0.3,0.18518,0.037385,-0.032196,10.219,0,23.924
0.301,0.18517,0.037388,-0.032301,10.22,0,23.924
0.302,0.18517,0.037391,-0.032407,10.221,0,23.924
0.303,0.18516,0.037394,-0.032513,10.221,0,23.924
0.304,0.18515,0.037398,-0.032618,10.222,0,23.924
0.305,0.18515,0.037401,-0.032724,10.223,0,23.924
0.306,0.18515,0.037404,-0.03283,10.223,0,23.924
0.307,0.18514,0.037408,-0.032935,10.224,0,23.924
0.308,0.18514,0.037411,-0.033041,10.225,0,23.924
0.309,0.18514,0.037414,-0.033147,10.225,0,23.924
0.31,0.18514,0.037418,-0.033253,10.226,0,23.924
0.311,0.18513,0.037422,-0.033358,10.227,0,23.924
0.312,0.18513,0.037425,-0.033464,10.227,0,23.924
0.313,0.18513,0.037429,-0.03357,10.228,0,23.924
0.314,0.18513,0.037432,-0.033676,10.229,0,23.924
0.315,0.18514,0.037436,-0.033781,10.229,0,23.924
0.316,0.18514,0.037439,-0.033887,10.23,0,23.924
0.317,0.18514,0.037443,-0.033993,10.231,0,23.924
0.318,0.18514,0.037446,-0.034099,10.231,0,23.924
0.319,0.18514,0.03745,-0.034205,10.232,0,23.924
0.32,0.18515,0.037453,-0.03431,10.233,0,23.924
0.321,0.18515,0.037457,-0.034416,10.233,0,23.924
0.322,0.18515,0.03746,-0.034522,10.234,0,23.924
0.323,0.18516,0.037464,-0.034628,10.235,0,23.924
0.324,0.18516,0.037467,-0.034734,10.236,0,23.924
0.325,0.18516,0.03747,-0.03484,10.236,0,23.924
0.326,0.18517,0.037473,-0.034945,10.237,0,23.924
0.327,0.18517,0.037477,-0.035051,10.238,0,23.924
0.328,0.18517,0.03748,-0.035157,10.238,0,23.924
0.329,0.18518,0.037483,-0.035263,10.239,0,23.924
0.33,0.18518,0.037486,-0.035369,10.24,0,23.924
0.331,0.18519,0.037489,-0.035475,10.24,0,23.924
0.332,0.18519,0.037492,-0.035581,10.241,0,23.924
0.333,0.18519,0.037495,-0.035686,10.242,0,23.924
0.334,0.1852,0.037498,-0.035792,10.242,0,23.924
0.335,0.1852,0.0375,-0.035898,10.243,0,23.924
0.336,0.1852,0.037503,-0.036004,10.244,0,23.924
0.337,0.18521,0.037506,-0.03611,10.244,0,23.924
0.338,0.18521,0.037508,-0.036216,10.245,0,23.924
0.339,0.18521,0.037511,-0.036322,10.246,0,23.924
0.34,0.18522,0.037514,-0.036428,10.246,0,23.924
0.341,0.18522,0.037516,-0.036534,10.247,0,23.924
0.342,0.18522,0.037519,-0.03664,10.248,0,23.924
0.343,0.18522,0.037521,-0.036746,10.248,0,23.924
0.344,0.18523,0.037523,-0.036852,10.249,0,23.924
0.345,0.18523,0.037526,-0.036957,10.25,0,23.924
0.346,0.18523,0.037528,-0.037063,10.25,0,23.924
0.347,0.18523,0.037531,-0.037169,10.251,0,23.924
0.348,0.18523,0.037533,-0.037275,10.252,0,23.924
0.349,0.18523,0.037535,-0.037381,10.252,0,23.924
0.35,0.18524,0.037537,-0.037487,10.253,0,23.924
0.351,0.18524,0.03754,-0.037593,10.254,0,23.924
0.352,0.18524,0.037542,-0.037699,10.254,0,23.924
0.353,0.18524,0.037544,-0.037805,10.255,0,23.924
0.354,0.18524,0.037546,-0.037911,10.256,0,23.924
0.355,0.18524,0.037548,-0.038017,10.256,0,23.924
0.356,0.18524,0.037551,-0.038124,10.257,0,23.924
0.357,0.18524,0.037553,-0.03823,10.258,0,23.924
0.358,0.18524,0.037555,-0.038336,10.258,0,23.924
0.359,0.18523,0.037557,-0.038442,10.259,0,23.924
0.36,0.18523,0.037559,-0.038548,10.26,0,23.924
0.361,0.18523,0.037561,-0.038654,10.26,0,23.924
0.362,0.18523,0.037563,-0.03876,10.261,0,23.924
0.363,0.18523,0.037566,-0.038866,10.262,0,23.924
0.364,0.18523,0.037568,-0.038972,10.262,0,23.924
0.365,0.18523,0.03757,-0.039078,10.263,0,23.924
0.366,0.18523,0.037572,-0.039184,10.264,0,23.924
0.367,0.18523,0.037574,-0.03929,10.264,0,23.924
0.368,0.18522,0.037577,-0.039397,10.265,0,23.924
0.369,0.18522,0.037579,-0.039503,10.266,0,23.924
0.37,0.18522,0.037581,-0.039609,10.266,0,23.924
0.371,0.18522,0.037583,-0.039715,10.267,0,23.924
0.372,0.18522,0.037585,-0.039821,10.268,0,23.924
0.373,0.18521,0.037588,-0.039927,10.268,0,23.924
0.374,0.18521,0.03759,-0.040033,10.269,0,23.924
0.375,0.18521,0.037592,-0.04014,10.27,0,23.924
0.376,0.18521,0.037595,-0.040246,10.27,0,23.924
0.377,0.18521,0.037597,-0.040352,10.271,0,23.924
0.378,0.18521,0.037599,-0.040458,10.272,0,23.924
0.379,0.1852,0.037602,-0.040564,10.272,0,23.924
0.38,0.1852,0.037604,-0.040671,10.273,0,23.924
0.381,0.1852,0.037606,-0.040777,10.274,0,23.924
0.382,0.1852,0.037609,-0.040883,10.274,0,23.924
0.383,0.1852,0.037611,-0.040989,10.275,0,23.924
0.384,0.1852,0.037614,-0.041096,10.276,0,23.924
0.385,0.18519,0.037616,-0.041202,10.276,0,23.924
0.386,0.18519,0.037618,-0.041308,10.277,0,23.924
0.387,0.18519,0.037621,-0.041414,10.278,0,23.924
0.388,0.18519,0.037623,-0.041521,10.278,0,23.924
0.389,0.18519,0.037626,-0.041627,10.279,0,23.924
0.39,0.18519,0.037628,-0.041733,10.28,0,23.924
0.391,0.18518,0.037631,-0.041839,10.28,0,23.924
0.392,0.18518,0.037633,-0.041946,10.281,0,23.924
0.393,0.18518,0.037636,-0.042052,10.282,0,23.924
0.394,0.18518,0.037638,-0.042158,10.282,0,23.924
0.395,0.18518,0.037641,-0.042265,10.283,0,23.924
0.396,0.18518,0.037643,-0.042371,10.284,0,23.924
0.397,0.18518,0.037646,-0.042477,10.284,0,23.924
0.398,0.18518,0.037648,-0.042584,10.285,0,23.924
0.399,0.18518,0.037651,-0.04269,10.286,0,23.924
0.4,0.18518,0.037653,-0.042796,10.286,0,23.924
0.401,0.18517,0.037656,-0.042903,10.287,0,23.924
0.402,0.18517,0.037658,-0.043009,10.288,0,23.924
0.403,0.18517,0.037661,-0.043115,10.288,0,23.924
0.404,0.18517,0.037664,-0.043222,10.289,0,23.924
0.405,0.18517,0.037666,-0.043328,10.29,0,23.924
0.406,0.18517,0.037669,-0.043435,10.29,0,23.924
0.407,0.18517,0.037671,-0.043541,10.291,0,23.924
0.408,0.18517,0.037674,-0.043647,10.292,0,23.924
0.409,0.18517,0.037676,-0.043754,10.292,0,23.924
0.41,0.18517,0.037679,-0.04386,10.293,0,23.924
0.411,0.18517,0.037681,-0.043967,10.294,0,23.924
0.412,0.18517,0.037684,-0.044073,10.294,0,23.924
0.413,0.18517,0.037686,-0.044179,10.295,0,23.924
0.414,0.18517,0.037689,-0.044286,10.296,0,23.924
0.415,0.18517,0.037691,-0.044392,10.296,0,23.924
0.416,0.18517,0.037694,-0.044499,10.297,0,23.924
0.417,0.18517,0.037696,-0.044605,10.298,0,23.924
0.418,0.18517,0.037699,-0.044712,10.299,0,23.924
0.419,0.18517,0.037702,-0.044818,10.299,0,23.924
0.42,0.18517,0.037704,-0.044925,10.3,0,23.924
0.421,0.18517,0.037707,-0.045031,10.301,0,23.924
0.422,0.18517,0.037709,-0.045138,10.301,0,23.924
0.423,0.18517,0.037712,-0.045244,10.302,0,23.924
0.424,0.18517,0.037714,-0.045351,10.303,0,23.924
0.425,0.18517,0.037717,-0.045457,10.303,0,23.924
0.426,0.18517,0.037719,-0.045564,10.304,0,23.924
0.427,0.18517,0.037721,-0.04567,10.305,0,23.924
0.428,0.18517,0.037724,-0.045777,10.305,0,23.924
0.429,0.18516,0.037726,-0.045883,10.306,0,23.924
0.43,0.18516,0.037729,-0.04599,10.307,0,23.924
0.431,0.18516,0.037731,-0.046097,10.307,0,23.924
0.432,0.18516,0.037734,-0.046203,10.308,0,23.924
0.433,0.18516,0.037736,-0.04631,10.309,0,23.924
0.434,0.18516,0.037739,-0.046416,10.309,0,23.924
0.435,0.18516,0.037741,-0.046523,10.31,0,23.924
0.436,0.18516,0.037744,-0.046629,10.311,0,23.924
0.437,0.18516,0.037746,-0.046736,10.311,0,23.924
0.438,0.18516,0.037749,-0.046843,10.312,0,23.924
0.439,0.18516,0.037751,-0.046949,10.313,0,23.924
0.44,0.18516,0.037753,-0.047056,10.313,0,23.924
0.441,0.18516,0.037756,-0.047163,10.314,0,23.924
0.442,0.18516,0.037758,-0.047269,10.315,0,23.924
0.443,0.18516,0.037761,-0.047376,10.315,0,23.924
0.444,0.18516,0.037763,-0.047483,10.316,0,23.924
0.445,0.18516,0.037766,-0.047589,10.317,0,23.924
0.446,0.18516,0.037768,-0.047696,10.317,0,23.924
0.447,0.18516,0.037771,-0.047803,10.318,0,23.924
0.448,0.18516,0.037773,-0.047909,10.319,0,23.924
0.449,0.18516,0.037775,-0.048016,10.319,0,23.924
0.45,0.18516,0.037778,-0.048123,10.32,0,23.924
0.451,0.18516,0.03778,-0.048229,10.321,0,23.924
0.452,0.18515,0.037783,-0.048336,10.321,0,23.924
0.453,0.18515,0.037785,-0.048443,10.322,0,23.924
0.454,0.18515,0.037788,-0.048549,10.323,0,23.924
0.455,0.18515,0.03779,-0.048656,10.323,0,23.924
0.456,0.18515,0.037792,-0.048763,10.324,0,23.924
0.457,0.18515,0.037795,-0.04887,10.325,0,23.924
